Galaxy in Pair of Galaxies ; NGC 1 
Galaxy ; NGC 1474 
Galaxy ; NGC 1476 
Galaxy in Group of Galaxies ; NGC 1477 
Galaxy ; NGC 1478 
Galaxy in Pair of Galaxies ; NGC 1481 
Galaxy in Pair of Galaxies ; NGC 1482 
Galaxy in Group of Galaxies ; NGC 1483 
Emission-line galaxy ; NGC 1484 
Galaxy in Group of Galaxies ; NGC 1485 
Galaxy ; NGC 1486 
Galaxy in Pair of Galaxies ; NGC 1487 
Galaxy ; NGC 1488 
Seyfert 2 Galaxy ; NGC 1489 
Galaxy in Group of Galaxies ; NGC 1490 
HII (ionized) region ; NGC 1491 
Emission-line galaxy ; NGC 1492 
Galaxy in Pair of Galaxies ; NGC 1493 
Galaxy in Group of Galaxies ; NGC 1494 
Emission-line galaxy ; NGC 1495 
Open (galactic) Cluster ; NGC 1496 
Galaxy in Group of Galaxies ; NGC 1497 
Cluster of Stars ; NGC 1498 
HII (ionized) region ; NGC 1499 
Brightest galaxy in a Cluster (BCG) ; NGC 1500 
Planetary Nebula ; NGC 1501 
Open (galactic) Cluster ; NGC 1502 
Galaxy in Group of Galaxies ; NGC 1503 
Galaxy ; NGC 1504 
Galaxy ; NGC 1505 
Brightest galaxy in a Cluster (BCG) ; NGC 1506 
HII Galaxy ; NGC 1507 
Galaxy in Group of Galaxies ; NGC 1508 
Emission-line galaxy ; NGC 1509 
Galaxy in Pair of Galaxies ; NGC 1510 
Galaxy in Pair of Galaxies ; NGC 1511 
Galaxy in Pair of Galaxies ; NGC 1512 
Open (galactic) Cluster ; NGC 1513 
Planetary Nebula ; NGC 1514 
Emission-line galaxy ; NGC 1515 
Galaxy ; NGC 1516 
Galaxy ; NGC 1517 
Emission-line galaxy ; NGC 1518 
Galaxy in Group of Galaxies ; NGC 1519 
Cluster of Stars ; NGC 1520 
Galaxy in Group of Galaxies ; NGC 1521 
Emission-line galaxy ; NGC 1522 
Galaxy in Group of Galaxies ; NGC 1526 
Galaxy in Group of Galaxies ; NGC 1527 
Open (galactic) Cluster ; NGC 1528 
Galaxy in Group of Galaxies ; NGC 1529 
Galaxy ; NGC 1530 
Galaxy in Pair of Galaxies ; NGC 1531 
Galaxy in Pair of Galaxies ; NGC 1532 
Galaxy in Group of Galaxies ; NGC 1533 
Galaxy in Group of Galaxies ; NGC 1534 
Planetary Nebula ; NGC 1535 
Interacting Galaxies ; NGC 1536 
Galaxy in Group of Galaxies ; NGC 1537 
Object of unknown nature ; NGC 1538 
Galaxy in Group of Galaxies ; NGC 1539 
Interacting Galaxies ; NGC 1540 
Galaxy in Group of Galaxies ; NGC 1541 
Galaxy in Group of Galaxies ; NGC 1542 
Emission-line galaxy ; NGC 1543 
Galaxy ; NGC 1544 
Open (galactic) Cluster ; NGC 1545 
Galaxy in Group of Galaxies ; NGC 1546 
Galaxy ; NGC 1547 
Open (galactic) Cluster ; NGC 1548 
Galaxy in Pair of Galaxies ; NGC 1549 
Brightest galaxy in a Cluster (BCG) ; NGC 1550 
Galaxy in Group of Galaxies ; NGC 1552 
Galaxy in Pair of Galaxies ; NGC 1553 
Reflection Nebula ; NGC 1554 
Emission-line galaxy ; NGC 1556 
Open (galactic) Cluster ; NGC 1557 
Galaxy in Group of Galaxies ; NGC 1558 
Galaxy in Group of Galaxies ; NGC 1559 
Galaxy in Group of Galaxies ; NGC 1560 
Galaxy in Group of Galaxies ; NGC 1561 
Galaxy in Group of Galaxies ; NGC 1562 
Galaxy in Cluster of Galaxies ; NGC 1563 
Galaxy in Cluster of Galaxies ; NGC 1564 
Galaxy in Cluster of Galaxies ; NGC 1565 
Seyfert 1 Galaxy ; NGC 1566 
Galaxy in Pair of Galaxies ; NGC 1567 
Galaxy in Group of Galaxies ; NGC 1568 
Interacting Galaxies ; NGC 1569 
Galaxy in Group of Galaxies ; NGC 1570 
Galaxy ; NGC 1572 
Galaxy in Group of Galaxies ; NGC 1573 
Galaxy in Group of Galaxies ; NGC 1574 
Galaxy in Group of Galaxies ; NGC 1575 
Galaxy in Group of Galaxies ; NGC 1576 
Galaxy in Cluster of Galaxies ; NGC 1577 
Galaxy ; NGC 1578 
Open (galactic) Cluster ; NGC 1579 
Galaxy in Group of Galaxies ; NGC 1580 
Galaxy in Group of Galaxies ; NGC 1581 
Open (galactic) Cluster ; NGC 1582 
Galaxy in Group of Galaxies ; NGC 1583 
Galaxy in Group of Galaxies ; NGC 1584 
Galaxy ; NGC 1585 
Galaxy in Group of Galaxies ; NGC 1586 
Galaxy in Pair of Galaxies ; NGC 1587 
Galaxy in Pair of Galaxies ; NGC 1588 
Galaxy in Group of Galaxies ; NGC 1589 
Galaxy in Group of Galaxies ; NGC 1590 
Galaxy in Group of Galaxies ; NGC 1591 
Galaxy in Pair of Galaxies ; NGC 1592 
Galaxy in Group of Galaxies ; NGC 1594 
Galaxy in Group of Galaxies ; NGC 1595 
Galaxy in Pair of Galaxies ; NGC 1596 
Galaxy in Group of Galaxies ; NGC 1597 
Galaxy in Group of Galaxies ; NGC 1598 
Galaxy ; NGC 1599 
Galaxy in Group of Galaxies ; NGC 1600 
Galaxy in Group of Galaxies ; NGC 1601 
Galaxy in Pair of Galaxies ; NGC 1602 
Galaxy in Group of Galaxies ; NGC 1603 
Galaxy in Group of Galaxies ; NGC 1604 
Open (galactic) Cluster ; NGC 1605 
Galaxy ; NGC 1606 
Galaxy in Group of Galaxies ; NGC 1607 
Galaxy in Group of Galaxies ; NGC 1608 
Galaxy in Group of Galaxies ; NGC 1609 
Galaxy ; NGC 1610 
Galaxy in Group of Galaxies ; NGC 1611 
Galaxy in Group of Galaxies ; NGC 1612 
Galaxy in Group of Galaxies ; NGC 1613 
Active Galaxy Nucleus ; NGC 1614 
Galaxy ; NGC 1615 
Galaxy in Group of Galaxies ; NGC 1616 
Galaxy in Pair of Galaxies ; NGC 1617 
Galaxy in Group of Galaxies ; NGC 1618 
Galaxy in Group of Galaxies ; NGC 1620 
Galaxy in Group of Galaxies ; NGC 1621 
Galaxy in Group of Galaxies ; NGC 1622 
Galaxy in Cluster of Galaxies ; NGC 1623 
Open (galactic) Cluster ; NGC 1624 
Galaxy ; NGC 1625 
Galaxy ; NGC 1627 
Galaxy ; NGC 1628 
Globular Cluster ; NGC 1629 
Galaxy ; NGC 1630 
Galaxy ; NGC 1631 
Galaxy in Group of Galaxies ; NGC 1632 
Galaxy in Pair of Galaxies ; NGC 1633 
Galaxy in Pair of Galaxies ; NGC 1634 
Galaxy in Group of Galaxies ; NGC 1635 
Galaxy in Group of Galaxies ; NGC 1636 
Active Galaxy Nucleus ; NGC 1637 
Galaxy in Group of Galaxies ; NGC 1638 
Galaxy ; NGC 1640 
Cluster of Stars ; NGC 1641 
Galaxy ; NGC 1642 
Emission-line galaxy ; NGC 1643 
Globular Cluster ; NGC 1644 
LINER-type Active Galaxy Nucleus ; NGC 1645 
Galaxy in Group of Galaxies ; NGC 1646 
Open (galactic) Cluster ; NGC 1647 
Galaxy in Group of Galaxies ; NGC 1648 
Cluster of Stars ; NGC 1649 
Galaxy in Cluster of Galaxies ; NGC 1650 
Globular Cluster ; NGC 1651 
Globular Cluster ; NGC 1652 
Galaxy in Group of Galaxies ; NGC 1653 
Galaxy in Group of Galaxies ; NGC 1654 
Galaxy ; NGC 1656 
Low Surface Brightness Galaxy ; NGC 1657 
Galaxy ; NGC 1658 
Galaxy in Group of Galaxies ; NGC 1659 
Galaxy ; NGC 1660 
Galaxy in Group of Galaxies ; NGC 1661 
Open (galactic) Cluster ; NGC 1662 
Open (galactic) Cluster ; NGC 1663 
Open (galactic) Cluster ; NGC 1664 
Galaxy in Group of Galaxies ; NGC 1665 
Galaxy in Group of Galaxies ; NGC 1666 
Seyfert 2 Galaxy ; NGC 1667 
Brightest galaxy in a Cluster (BCG) ; NGC 1668 
Galaxy in Group of Galaxies ; NGC 1669 
Galaxy in Group of Galaxies ; NGC 1670 
Galaxy in Cluster of Galaxies ; NGC 1671 
Seyfert Galaxy ; NGC 1672 
Cluster of Stars ; NGC 1673 
Cluster of Stars ; NGC 1676 
Galaxy ; NGC 1677 
Galaxy in Group of Galaxies ; NGC 1678 
Emission-line galaxy ; NGC 1679 
Galaxy ; NGC 1680 
Emission-line galaxy ; NGC 1681 
Galaxy in Group of Galaxies ; NGC 1682 
Galaxy in Group of Galaxies ; NGC 1683 
Galaxy in Group of Galaxies ; NGC 1684 
Seyfert 1 Galaxy ; NGC 1685 
Galaxy in Group of Galaxies ; NGC 1686 
Emission-line galaxy ; NGC 1687 
Galaxy in Group of Galaxies ; NGC 1688 
Galaxy in Cluster of Galaxies ; NGC 1690 
Galaxy in Group of Galaxies ; NGC 1691 
Active Galaxy Nucleus ; NGC 1692 
Cluster of Stars ; NGC 1693 
Galaxy in Group of Galaxies ; NGC 1694 
Cluster of Stars ; NGC 1695 
Globular Cluster ; NGC 1696 
Cluster of Stars ; NGC 1697 
Cluster of Stars ; NGC 1698 
Galaxy in Group of Galaxies ; NGC 1699 
Galaxy in Group of Galaxies ; NGC 1700 
Galaxy ; NGC 1701 
Cluster of Stars ; NGC 1702 
Galaxy in Group of Galaxies ; NGC 1703 
Cluster of Stars ; NGC 1704 
Starburst Galaxy ; NGC 1705 
Galaxy in Group of Galaxies ; NGC 1706 
Open (galactic) Cluster ; NGC 1708 
Galaxy in Group of Galaxies ; NGC 1709 
Galaxy ; NGC 1710 
Cluster of Stars ; NGC 1711 
Association of Stars ; NGC 1712 
Active Galaxy Nucleus ; NGC 1713 
Emission Object ; NGC 1714 
Emission Object ; NGC 1715 
Galaxy in Group of Galaxies ; NGC 1716 
Cluster of Stars ; NGC 1718 
Galaxy in Group of Galaxies ; NGC 1719 
Galaxy in Group of Galaxies ; NGC 1720 
Galaxy in Group of Galaxies ; NGC 1721 
HII (ionized) region ; NGC 1722 
Galaxy in Group of Galaxies ; NGC 1723 
Open (galactic) Cluster ; NGC 1724 
Galaxy in Group of Galaxies ; NGC 1725 
Galaxy in Group of Galaxies ; NGC 1726 
HII (ionized) region ; NGC 1727 
Galaxy in Group of Galaxies ; NGC 1728 
Galaxy in Group of Galaxies ; NGC 1729 
Galaxy ; NGC 1730 
Association of Stars ; NGC 1731 
Cluster of Stars ; NGC 1732 
Cluster of Stars ; NGC 1733 
Cluster of Stars ; NGC 1734 
Cluster of Stars ; NGC 1735 
Emission Object ; NGC 1736 
HII (ionized) region ; NGC 1737 
Galaxy ; NGC 1738 
Galaxy ; NGC 1739 
Galaxy in Group of Galaxies ; NGC 1740 
Interacting Galaxies ; NGC 1741 
Cluster of Stars ; NGC 1743 
Low Surface Brightness Galaxy ; NGC 1744 
Cluster of Stars ; NGC 1745 
Open (galactic) Cluster ; NGC 1746 
Association of Stars ; NGC 1747 
Association of Stars ; NGC 1748 
Cluster of Stars ; NGC 1749 
Open (galactic) Cluster ; NGC 1750 
Cluster of Stars ; NGC 1751 
Galaxy in Group of Galaxies ; NGC 1752 
Galaxy in Group of Galaxies ; NGC 1753 
Cluster of Stars ; NGC 1754 
Cluster of Stars ; NGC 1755 
Globular Cluster ; NGC 1756 
Open (galactic) Cluster ; NGC 1758 
Brightest galaxy in a Cluster (BCG) ; NGC 1759 
HII (ionized) region ; NGC 1760 
Association of Stars ; NGC 1761 
Galaxy in Cluster of Galaxies ; NGC 1762 
Association of Stars ; NGC 1763 
Cluster of Stars ; NGC 1764 
Galaxy in Group of Galaxies ; NGC 1765 
Cluster of Stars ; NGC 1766 
Cluster of Stars ; NGC 1767 
Cluster of Stars ; NGC 1768 
Association of Stars ; NGC 1769 
HII (ionized) region ; NGC 1770 
Galaxy in Group of Galaxies ; NGC 1771 
Cluster of Stars ; NGC 1772 
HII (ionized) region ; NGC 1773 
Cluster of Stars ; NGC 1774 
Cluster of Stars ; NGC 1775 
Cluster of Stars ; NGC 1776 
Cluster of Stars ; NGC 1777 
Open (galactic) Cluster ; NGC 1778 
Galaxy in Group of Galaxies ; NGC 1779 
Galaxy in Group of Galaxies ; NGC 1780 
Galaxy in Group of Galaxies ; NGC 1781 
Cluster of Stars ; NGC 1782 
Globular Cluster ; NGC 1783 
Galaxy in Group of Galaxies ; NGC 1784 
Open (galactic) Cluster ; NGC 1785 
Cluster of Stars ; NGC 1786 
Association of Stars ; NGC 1787 
Reflection Nebula ; NGC 1788 
Cluster of Stars ; NGC 1789 
Open (galactic) Cluster ; NGC 1790 
Cluster of Stars ; NGC 1791 
Emission-line galaxy ; NGC 1792 
Cluster of Stars ; NGC 1793 
Cluster of Stars ; NGC 1795 
Galaxy in Group of Galaxies ; NGC 1796 
Starburst Galaxy ; NGC 1797 
Open (galactic) Cluster ; NGC 1798 
Galaxy ; NGC 1799 
Galaxy ; NGC 1800 
Cluster of Stars ; NGC 1801 
Open (galactic) Cluster ; NGC 1802 
Galaxy in Pair of Galaxies ; NGC 1803 
Cluster of Stars ; NGC 1804 
Globular Cluster ; NGC 1805 
Globular Cluster ; NGC 1806 
Open (galactic) Cluster ; NGC 1807 
Seyfert 2 Galaxy ; NGC 1808 
Galaxy in Group of Galaxies ; NGC 1809 
Cluster of Stars ; NGC 1810 
Galaxy in Pair of Galaxies ; NGC 1811 
Galaxy in Pair of Galaxies ; NGC 1812 
Cluster of Stars ; NGC 1813 
Cluster of Stars ; NGC 1814 
Cluster of Stars ; NGC 1815 
Cluster of Stars ; NGC 1816 
Open (galactic) Cluster ; NGC 1817 
Globular Cluster ; NGC 1818 
Galaxy in Cluster of Galaxies ; NGC 1819 
Cluster of Stars ; NGC 1820 
Galaxy ; NGC 1821 
Cluster of Stars ; NGC 1822 
Cluster of Stars ; NGC 1823 
Galaxy ; NGC 1824 
Cluster of Stars ; NGC 1825 
Cluster of Stars ; NGC 1826 
Emission-line galaxy ; NGC 1827 
Cluster of Stars ; NGC 1828 
Cluster of Stars ; NGC 1829 
Cluster of Stars ; NGC 1830 
Globular Cluster ; NGC 1831 
Galaxy ; NGC 1832 
Emission Object ; NGC 1833 
Cluster of Stars ; NGC 1834 
Cluster of Stars ; NGC 1835 
Cluster of Stars ; NGC 1836 
Cluster of Stars ; NGC 1838 
Cluster of Stars ; NGC 1839 
Cluster of Stars ; NGC 1840 
Globular Cluster ; NGC 1841 
Cluster of Stars ; NGC 1842 
Galaxy in Group of Galaxies ; NGC 1843 
Cluster of Stars ; NGC 1844 
Association of Stars ; NGC 1845 
Cluster of Stars ; NGC 1846 
Cluster of Stars ; NGC 1847 
Association of Stars ; NGC 1848 
Cluster of Stars ; NGC 1849 
Cluster of Stars ; NGC 1850 
Globular Cluster ; NGC 1851 
Cluster of Stars ; NGC 1852 
Galaxy ; NGC 1853 
Cluster of Stars ; NGC 1855 
Cluster of Stars ; NGC 1856 
Open (galactic) Cluster ; NGC 1857 
Cluster of Stars ; NGC 1858 
Cluster of Stars ; NGC 1859 
Cluster of Stars ; NGC 1860 
Cluster of Stars ; NGC 1861 
Cluster of Stars ; NGC 1862 
Cluster of Stars ; NGC 1863 
Cluster of Stars ; NGC 1864 
Cluster of Stars ; NGC 1865 
Globular Cluster ; NGC 1866 
Cluster of Stars ; NGC 1867 
Globular Cluster ; NGC 1868 
Association of Stars ; NGC 1869 
Cluster of Stars ; NGC 1870 
Association of Stars ; NGC 1871 
Cluster of Stars ; NGC 1872 
Association of Stars ; NGC 1873 
Cluster of Stars ; NGC 1874 
Interacting Galaxies ; NGC 1875 
Cluster of Stars ; NGC 1876 
Cluster of Stars ; NGC 1877 
Cluster of Stars ; NGC 1878 
Galaxy ; NGC 1879 
Cluster of Stars ; NGC 1880 
Cluster of Stars ; NGC 1881 
Cluster of Stars ; NGC 1882 
Open (galactic) Cluster ; NGC 1883 
Cluster of Stars ; NGC 1885 
Emission-line galaxy ; NGC 1886 
Cluster of Stars ; NGC 1887 
Interacting Galaxies ; NGC 1888 
Galaxy ; NGC 1889 
Cluster of Stars ; NGC 1890 
Cluster of Stars ; NGC 1891 
Galaxy in Group of Galaxies ; NGC 1892 
Open (galactic) Cluster ; NGC 1893 
Cluster of Stars ; NGC 1894 
Cluster of Stars ; NGC 1895 
Open (galactic) Cluster ; NGC 1896 
Cluster of Stars ; NGC 1897 
Association of Stars ; NGC 1898 
HII (ionized) region ; NGC 1899 
Cluster of Stars ; NGC 1900 
Open (galactic) Cluster ; NGC 1901 
Cluster of Stars ; NGC 1902 
Cluster of Stars ; NGC 1903 
Cluster of Stars ; NGC 1905 
Galaxy in Group of Galaxies ; NGC 1906 
Open (galactic) Cluster ; NGC 1907 
Reflection Nebula ; NGC 1909 
Association of Stars ; NGC 1910 
Cluster of Stars ; NGC 1911 
Cluster of Stars ; NGC 1913 
Association of Stars ; NGC 1914 
Cluster of Stars ; NGC 1915 
Cluster of Stars ; NGC 1916 
Cluster of Stars ; NGC 1917 
SuperNova Remnant ; NGC 1918 
Cluster of Stars ; NGC 1919 
Cluster of Stars ; NGC 1920 
Object of unknown nature ; NGC 1921 
Cluster of Stars ; NGC 1922 
Association of Stars ; NGC 1923 
Emission-line galaxy ; NGC 1924 
Association of Stars ; NGC 1925 
Cluster of Stars ; NGC 1926 
Cluster of Stars ; NGC 1928 
Cluster of Stars ; NGC 1929 
Galaxy ; NGC 1930 
Open (galactic) Cluster ; NGC 1931 
Cluster of Stars ; NGC 1932 
Interstellar matter ; NGC 1934 
Association of Stars ; NGC 1935 
Association of Stars ; NGC 1937 
Cluster of Stars ; NGC 1938 
Cluster of Stars ; NGC 1939 
Cluster of Stars ; NGC 1940 
Cluster of Stars ; NGC 1941 
Cluster of Stars ; NGC 1942 
Cluster of Stars ; NGC 1943 
Cluster of Stars ; NGC 1944 
Emission Object ; NGC 1945 
Cluster of Stars ; NGC 1946 
Galaxy in Group of Galaxies ; NGC 1947 
Association of Stars ; NGC 1948 
Cluster of Stars ; NGC 1949 
Cluster of Stars ; NGC 1950 
Cluster of Stars ; NGC 1951 
Cluster of Stars ; NGC 1953 
Galaxy in Group of Galaxies ; NGC 1954 
Association of Stars ; NGC 1955 
Galaxy in Group of Galaxies ; NGC 1956 
Galaxy in Group of Galaxies ; NGC 1957 
Cluster of Stars ; NGC 1958 
Cluster of Stars ; NGC 1959 
LINER-type Active Galaxy Nucleus ; NGC 1961 
Interstellar matter ; NGC 1962 
Open (galactic) Cluster ; NGC 1963 
Galaxy in Group of Galaxies ; NGC 1964 
Interstellar matter ; NGC 1965 
Cluster of Stars ; NGC 1966 
Cluster of Stars ; NGC 1967 
Association of Stars ; NGC 1968 
Cluster of Stars ; NGC 1969 
Interstellar matter ; NGC 1970 
Cluster of Stars ; NGC 1971 
Cluster of Stars ; NGC 1972 
Galactic Nebula ; NGC 1973 
Cluster of Stars ; NGC 1974 
Galactic Nebula ; NGC 1975 
Star forming region ; NGC 1977 
Globular Cluster ; NGC 1978 
Galaxy in Group of Galaxies ; NGC 1979 
Open (galactic) Cluster ; NGC 1980 
Open (galactic) Cluster ; NGC 1981 
Cluster of Stars ; NGC 1983 
Cluster of Stars ; NGC 1984 
Reflection Nebula ; NGC 1985 
Cluster of Stars ; NGC 1986 
Globular Cluster ; NGC 1987 
Brightest galaxy in a Cluster (BCG) ; NGC 1989 
HII (ionized) region ; NGC 1990 
Galaxy ; NGC 1992 
Galaxy in Group of Galaxies ; NGC 1993 
Cluster of Stars ; NGC 1994 
Galaxy ; NGC 1995 
Open (galactic) Cluster ; NGC 1996 
Cluster of Stars ; NGC 1997 
Reflection Nebula ; NGC 1999 
Cluster of Stars ; NGC 2000 
Association of Stars ; NGC 2001 
Cluster of Stars ; NGC 2002 
Cluster of Stars ; NGC 2003 
Cluster of Stars ; NGC 2004 
Cluster of Stars ; NGC 2005 
Cluster of Stars ; NGC 2006 
Galaxy ; NGC 2007 
Galaxy ; NGC 2008 
Cluster of Stars ; NGC 2009 
Cluster of Stars ; NGC 2010 
Cluster of Stars ; NGC 2011 
Galaxy ; NGC 2012 
Open (galactic) Cluster ; NGC 2013 
Association of Stars ; NGC 2014 
Association of Stars ; NGC 2015 
Cluster of Stars ; NGC 2016 
Open (galactic) Cluster ; NGC 2017 
Association of Stars ; NGC 2018 
Cluster of Stars ; NGC 2019 
Emission Object ; NGC 2020 
Association of Stars ; NGC 2021 
Planetary Nebula ; NGC 2022 
Reflection Nebula ; NGC 2023 
Cluster of Stars ; NGC 2024 
Cluster of Stars ; NGC 2025 
Possible (open) star cluster ; NGC 2026 
Cluster of Stars ; NGC 2027 
Cluster of Stars ; NGC 2028 
SuperNova Remnant ; NGC 2029 
HII (ionized) region ; NGC 2030 
Globular Cluster ; NGC 2031 
HII (ionized) region ; NGC 2032 
Association of Stars ; NGC 2033 
Association of Stars ; NGC 2034 
Interstellar matter ; NGC 2035 
Cluster of Stars ; NGC 2036 
Interstellar matter ; NGC 2037 
Cluster of Stars ; NGC 2038 
Possible (open) star cluster ; NGC 2039 
Association of Stars ; NGC 2040 
Cluster of Stars ; NGC 2041 
Cluster of Stars ; NGC 2042 
Cluster of Stars ; NGC 2043 
Association of Stars ; NGC 2044 
Interstellar matter ; NGC 2045 
Cluster of Stars ; NGC 2046 
Cluster of Stars ; NGC 2047 
Emission Object ; NGC 2048 
Galaxy in Group of Galaxies ; NGC 2049 
Association of Stars ; NGC 2050 
Cluster of Stars ; NGC 2051 
Cluster of Stars ; NGC 2053 
Association of Stars ; NGC 2055 
Cluster of Stars ; NGC 2056 
Cluster of Stars ; NGC 2057 
Cluster of Stars ; NGC 2058 
Cluster of Stars ; NGC 2059 
SuperNova Remnant ; NGC 2060 
Cluster of Stars ; NGC 2061 
Cluster of Stars ; NGC 2062 
Reflection Nebula ; NGC 2064 
Cluster of Stars ; NGC 2065 
Cluster of Stars ; NGC 2066 
Reflection Nebula ; NGC 2067 
Interstellar matter ; NGC 2069 
Cluster of Stars ; NGC 2070 
Reflection Nebula ; NGC 2071 
Cluster of Stars ; NGC 2072 
Galaxy ; NGC 2073 
Association of Stars ; NGC 2074 
Cluster of Stars ; NGC 2075 
Galaxy in Group of Galaxies ; NGC 2076 
Cluster of Stars ; NGC 2077 
Emission Object ; NGC 2078 
Cluster of Stars ; NGC 2079 
HII (ionized) region ; NGC 2080 
HII (ionized) region ; NGC 2081 
Galaxy in Group of Galaxies ; NGC 2082 
Cluster of Stars ; NGC 2083 
Cluster of Stars ; NGC 2084 
Cluster of Stars ; NGC 2085 
Cluster of Stars ; NGC 2086 
Galaxy ; NGC 2087 
Cluster of Stars ; NGC 2088 
Galaxy in Group of Galaxies ; NGC 2089 
Galaxy in Group of Galaxies ; NGC 2090 
Cluster of Stars ; NGC 2091 
Cluster of Stars ; NGC 2092 
Association of Stars ; NGC 2093 
Cluster of Stars ; NGC 2094 
Cluster of Stars ; NGC 2095 
Cluster of Stars ; NGC 2096 
Cluster of Stars ; NGC 2097 
Cluster of Stars ; NGC 2098 
Cluster of Stars ; NGC 2100 
Galaxy ; NGC 2101 
Cluster of Stars ; NGC 2102 
Association of Stars ; NGC 2103 
Emission-line galaxy ; NGC 2104 
Cluster of Stars ; NGC 2105 
Galaxy in Group of Galaxies ; NGC 2106 
Cluster of Stars ; NGC 2107 
Globular Cluster ; NGC 2108 
Cluster of Stars ; NGC 2109 
Seyfert 2 Galaxy ; NGC 2110 
Cluster of Stars ; NGC 2111 
Open (galactic) Cluster ; NGC 2112 
Cluster of Stars ; NGC 2113 
Open (galactic) Cluster ; NGC 2114 
Galaxy ; NGC 2115 
Open (galactic) Cluster ; NGC 2116 
Open (galactic) Cluster ; NGC 2117 
Cluster of Stars ; NGC 2118 
Galaxy ; NGC 2119 
Cluster of Stars ; NGC 2120 
Cluster of Stars ; NGC 2121 
Association of Stars ; NGC 2122 
Cluster of Stars ; NGC 2123 
Galaxy in Group of Galaxies ; NGC 2124 
Cluster of Stars ; NGC 2125 
Open (galactic) Cluster ; NGC 2126 
Cluster of Stars ; NGC 2127 
Galaxy ; NGC 2128 
Open (galactic) Cluster ; NGC 2129 
Cluster of Stars ; NGC 2130 
Galaxy ; NGC 2131 
Open (galactic) Cluster ; NGC 2132 
Cluster of Stars ; NGC 2133 
Cluster of Stars ; NGC 2134 
Open (galactic) Cluster ; NGC 2135 
Cluster of Stars ; NGC 2136 
Cluster of Stars ; NGC 2137 
Cluster of Stars ; NGC 2138 
Emission-line galaxy ; NGC 2139 
Open (galactic) Cluster ; NGC 2140 
Open (galactic) Cluster ; NGC 2141 
Open (galactic) Cluster ; NGC 2143 
Galaxy ; NGC 2144 
Cluster of Stars ; NGC 2145 
Starburst Galaxy ; NGC 2146 
Cluster of Stars ; NGC 2147 
Galaxy ; NGC 2148 
Reflection Nebula ; NGC 2149 
Galaxy in Group of Galaxies ; NGC 2150 
Cluster of Stars ; NGC 2151 
Galaxy in Group of Galaxies ; NGC 2152 
Cluster of Stars ; NGC 2153 
Cluster of Stars ; NGC 2154 
Cluster of Stars ; NGC 2155 
Globular Cluster ; NGC 2156 
Cluster of Stars ; NGC 2157 
Open (galactic) Cluster ; NGC 2158 
Globular Cluster ; NGC 2159 
Open (galactic) Cluster ; NGC 2160 
Cluster of Stars ; NGC 2161 
Globular Cluster ; NGC 2162 
Reflection Nebula ; NGC 2163 
Open (galactic) Cluster ; NGC 2164 
Open (galactic) Cluster ; NGC 2165 
Open (galactic) Cluster ; NGC 2166 
Open (galactic) Cluster ; NGC 2168 
Open (galactic) Cluster ; NGC 2169 
Reflection Nebula ; NGC 2170 
Cluster of Stars ; NGC 2171 
Open (galactic) Cluster ; NGC 2172 
Globular Cluster ; NGC 2173 
HII (ionized) region ; NGC 2174 
Open (galactic) Cluster ; NGC 2175 
Cluster of Stars ; NGC 2176 
Open (galactic) Cluster ; NGC 2177 
Galaxy ; NGC 2178 
Galaxy in Group of Galaxies ; NGC 2179 
Open (galactic) Cluster ; NGC 2180 
Cluster of Stars ; NGC 2181 
Reflection Nebula ; NGC 2182 
Reflection Nebula ; NGC 2183 
Open (galactic) Cluster ; NGC 2184 
Reflection Nebula ; NGC 2185 
Open (galactic) Cluster ; NGC 2186 
Galaxy ; NGC 2187 
Emission-line galaxy ; NGC 2188 
Open (galactic) Cluster ; NGC 2189 
Globular Cluster ; NGC 2190 
Galaxy ; NGC 2191 
Open (galactic) Cluster ; NGC 2192 
Cluster of Stars ; NGC 2193 
Open (galactic) Cluster ; NGC 2194 
Interstellar matter ; NGC 2195 
Emission-line galaxy ; NGC 2196 
Cluster of Stars ; NGC 2197 
Galaxy ; NGC 2199 
Galaxy ; NGC 2200 
Galaxy ; NGC 2201 
Open (galactic) Cluster ; NGC 2202 
Cluster of Stars ; NGC 2203 
Open (galactic) Cluster ; NGC 2204 
Galaxy ; NGC 2205 
Galaxy in Group of Galaxies ; NGC 2206 
Interacting Galaxies ; NGC 2207 
Galaxy ; NGC 2208 
Globular Cluster ; NGC 2209 
Globular Cluster ; NGC 2210 
Galaxy in Group of Galaxies ; NGC 2211 
Galaxy ; NGC 2212 
Cluster of Stars ; NGC 2213 
Open (galactic) Cluster ; NGC 2214 
Open (galactic) Cluster ; NGC 2215 
Emission-line galaxy ; NGC 2216 
LINER-type Active Galaxy Nucleus ; NGC 2217 
Open (galactic) Cluster ; NGC 2219 
Open (galactic) Cluster ; NGC 2220 
Interacting Galaxies ; NGC 2221 
Interacting Galaxies ; NGC 2222 
Galaxy in Group of Galaxies ; NGC 2223 
Open (galactic) Cluster ; NGC 2224 
Open (galactic) Cluster ; NGC 2225 
Galaxy in Group of Galaxies ; NGC 2227 
Galaxy in Group of Galaxies ; NGC 2228 
Galaxy in Group of Galaxies ; NGC 2229 
Galaxy in Group of Galaxies ; NGC 2230 
Globular Cluster ; NGC 2231 
Open (galactic) Cluster ; NGC 2232 
Galaxy in Group of Galaxies ; NGC 2233 
Open (galactic) Cluster ; NGC 2234 
